year,epiweek,Nextstrain_clade,clade_samples,total_samples,epiweek_year,epidate,clade_pct
2020,33,20B,65,645,2020_33,2020-08-09,0.10077519379844961
2020,33,20C,220,645,2020_33,2020-08-09,0.34108527131782945
2020,33,20D,1,645,2020_33,2020-08-09,0.0015503875968992248
2020,33,20G,130,645,2020_33,2020-08-09,0.20155038759689922
2020,34,19A,1,499,2020_34,2020-08-16,0.002004008016032064
2020,34,20A,161,499,2020_34,2020-08-16,0.3226452905811623
2020,34,20B,46,499,2020_34,2020-08-16,0.09218436873747494
2020,34,20C,203,499,2020_34,2020-08-16,0.40681362725450904
2020,34,20D,1,499,2020_34,2020-08-16,0.002004008016032064
2020,34,20G,87,499,2020_34,2020-08-16,0.1743486973947896
2020,35,20A,77,208,2020_35,2020-08-23,0.3701923076923077
2020,35,20B,36,208,2020_35,2020-08-23,0.17307692307692307
2020,35,20C,80,208,2020_35,2020-08-23,0.38461538461538464
2020,35,20G,15,208,2020_35,2020-08-23,0.07211538461538461
2020,36,19A,1,259,2020_36,2020-08-30,0.003861003861003861
2020,36,20A,84,259,2020_36,2020-08-30,0.32432432432432434
2020,36,20B,30,259,2020_36,2020-08-30,0.11583011583011583
2020,36,20C,123,259,2020_36,2020-08-30,0.4749034749034749
2020,36,20D,1,259,2020_36,2020-08-30,0.003861003861003861
2020,36,20G,20,259,2020_36,2020-08-30,0.07722007722007722
2020,37,20A,52,185,2020_37,2020-09-06,0.2810810810810811
2020,37,20B,26,185,2020_37,2020-09-06,0.14054054054054055
2020,37,20C,86,185,2020_37,2020-09-06,0.4648648648648649
2020,37,20G,20,185,2020_37,2020-09-06,0.10810810810810811
2020,37,21C (Epsilon),1,185,2020_37,2020-09-06,0.005405405405405406
2020,38,20A,245,433,2020_38,2020-09-13,0.5658198614318707
2020,38,20B,26,433,2020_38,2020-09-13,0.06004618937644342
2020,38,20C,119,433,2020_38,2020-09-13,0.2748267898383372
2020,38,20G,41,433,2020_38,2020-09-13,0.09468822170900693
2020,38,21C (Epsilon),2,433,2020_38,2020-09-13,0.004618937644341801
2020,39,20A,200,382,2020_39,2020-09-20,0.5235602094240838
2020,39,20B,34,382,2020_39,2020-09-20,0.08900523560209424
2020,39,20C,97,382,2020_39,2020-09-20,0.25392670157068065
2020,39,20G,49,382,2020_39,2020-09-20,0.12827225130890052
2020,39,21C (Epsilon),2,382,2020_39,2020-09-20,0.005235602094240838
2020,40,20A,128,390,2020_40,2020-09-27,0.3282051282051282
2020,40,20B,52,390,2020_40,2020-09-27,0.13333333333333333
2020,40,20C,95,390,2020_40,2020-09-27,0.24358974358974358
2020,40,20G,115,390,2020_40,2020-09-27,0.2948717948717949
2020,41,19A,8,577,2020_41,2020-10-04,0.01386481802426343
2020,41,19B,2,577,2020_41,2020-10-04,0.0034662045060658577
2020,41,20A,169,577,2020_41,2020-10-04,0.292894280762565
2020,41,20B,129,577,2020_41,2020-10-04,0.22357019064124783
2020,41,20C,82,577,2020_41,2020-10-04,0.14211438474870017
2020,41,20G,183,577,2020_41,2020-10-04,0.317157712305026
2020,41,"20H (Beta, V2)",1,577,2020_41,2020-10-04,0.0017331022530329288
2020,41,"20J (Gamma, V3)",1,577,2020_41,2020-10-04,0.0017331022530329288
2020,41,21C (Epsilon),1,577,2020_41,2020-10-04,0.0017331022530329288
2020,41,21J (Delta),1,577,2020_41,2020-10-04,0.0017331022530329288
2020,42,20A,172,694,2020_42,2020-10-11,0.2478386167146974
2020,42,20B,201,694,2020_42,2020-10-11,0.2896253602305475
2020,42,20C,88,694,2020_42,2020-10-11,0.12680115273775217
2020,42,20D,1,694,2020_42,2020-10-11,0.001440922190201729
2020,42,20G,231,694,2020_42,2020-10-11,0.33285302593659943
2020,42,21C (Epsilon),1,694,2020_42,2020-10-11,0.001440922190201729
2020,43,20A,105,542,2020_43,2020-10-18,0.1937269372693727
2020,43,20B,127,542,2020_43,2020-10-18,0.23431734317343172
2020,43,20C,101,542,2020_43,2020-10-18,0.1863468634686347
2020,43,20G,202,542,2020_43,2020-10-18,0.3726937269372694
2020,43,21C (Epsilon),7,542,2020_43,2020-10-18,0.012915129151291513
2020,44,19A,1,304,2020_44,2020-10-25,0.003289473684210526
2020,44,20A,71,304,2020_44,2020-10-25,0.23355263157894737
2020,44,20B,104,304,2020_44,2020-10-25,0.34210526315789475
2020,44,20C,44,304,2020_44,2020-10-25,0.14473684210526316
2020,44,20G,79,304,2020_44,2020-10-25,0.2598684210526316
2020,44,21C (Epsilon),5,304,2020_44,2020-10-25,0.01644736842105263
2020,45,19A,1,492,2020_45,2020-11-01,0.0020325203252032522
2020,45,20A,138,492,2020_45,2020-11-01,0.2804878048780488
2020,45,20B,65,492,2020_45,2020-11-01,0.13211382113821138
2020,45,20C,57,492,2020_45,2020-11-01,0.11585365853658537
2020,45,20G,198,492,2020_45,2020-11-01,0.4024390243902439
2020,45,21C (Epsilon),33,492,2020_45,2020-11-01,0.06707317073170732
2020,46,20A,203,660,2020_46,2020-11-08,0.30757575757575756
2020,46,20B,100,660,2020_46,2020-11-08,0.15151515151515152
2020,46,20C,89,660,2020_46,2020-11-08,0.13484848484848486
2020,46,20G,234,660,2020_46,2020-11-08,0.35454545454545455
2020,46,21C (Epsilon),34,660,2020_46,2020-11-08,0.051515151515151514
2020,47,20A,168,755,2020_47,2020-11-15,0.22251655629139072
2020,47,20B,94,755,2020_47,2020-11-15,0.12450331125827814
2020,47,20C,97,755,2020_47,2020-11-15,0.12847682119205298
2020,47,20D,2,755,2020_47,2020-11-15,0.0026490066225165563
2020,47,20G,366,755,2020_47,2020-11-15,0.4847682119205298
2020,47,"20H (Beta, V2)",2,755,2020_47,2020-11-15,0.0026490066225165563
2020,47,21C (Epsilon),25,755,2020_47,2020-11-15,0.033112582781456956
2020,47,21J (Delta),1,755,2020_47,2020-11-15,0.0013245033112582781
2020,48,19A,4,528,2020_48,2020-11-22,0.007575757575757576
2020,48,20A,122,528,2020_48,2020-11-22,0.23106060606060605
2020,48,20B,58,528,2020_48,2020-11-22,0.10984848484848485
2020,48,20C,66,528,2020_48,2020-11-22,0.125
2020,48,20G,261,528,2020_48,2020-11-22,0.4943181818181818
2020,48,21C (Epsilon),15,528,2020_48,2020-11-22,0.028409090909090908
2020,48,21F (Iota),2,528,2020_48,2020-11-22,0.003787878787878788
2020,49,20A,604,1995,2020_49,2020-11-29,0.30275689223057645
2020,49,20B,167,1995,2020_49,2020-11-29,0.0837092731829574
2020,49,20C,205,1995,2020_49,2020-11-29,0.10275689223057644
2020,49,20E (EU1),1,1995,2020_49,2020-11-29,5.012531328320802e-4
2020,49,20G,777,1995,2020_49,2020-11-29,0.3894736842105263
2020,49,21C (Epsilon),241,1995,2020_49,2020-11-29,0.12080200501253133
2020,50,19A,1,924,2020_50,2020-12-06,0.0010822510822510823
2020,50,19B,1,924,2020_50,2020-12-06,0.0010822510822510823
2020,50,20A,272,924,2020_50,2020-12-06,0.2943722943722944
2020,50,20B,93,924,2020_50,2020-12-06,0.10064935064935066
2020,50,20C,129,924,2020_50,2020-12-06,0.1396103896103896
2020,50,20D,3,924,2020_50,2020-12-06,0.003246753246753247
2020,50,20E (EU1),1,924,2020_50,2020-12-06,0.0010822510822510823
2020,50,20G,373,924,2020_50,2020-12-06,0.4036796536796537
2020,50,21C (Epsilon),45,924,2020_50,2020-12-06,0.048701298701298704
2020,50,21F (Iota),6,924,2020_50,2020-12-06,0.006493506493506494
2020,51,19B,1,3091,2020_51,2020-12-13,3.2351989647363315e-4
2020,51,20A,900,3091,2020_51,2020-12-13,0.2911679068262698
2020,51,20B,265,3091,2020_51,2020-12-13,0.08573277256551277
2020,51,20C,424,3091,2020_51,2020-12-13,0.13717243610482044
2020,51,20D,2,3091,2020_51,2020-12-13,6.470397929472663e-4
2020,51,20E (EU1),2,3091,2020_51,2020-12-13,6.470397929472663e-4
2020,51,20G,997,3091,2020_51,2020-12-13,0.3225493367842122
2020,51,"20H (Beta, V2)",2,3091,2020_51,2020-12-13,6.470397929472663e-4
2020,51,21C (Epsilon),497,3091,2020_51,2020-12-13,0.16078938854739566
2020,51,21F (Iota),1,3091,2020_51,2020-12-13,3.2351989647363315e-4
2020,52,19A,1,1098,2020_52,2020-12-20,9.107468123861566e-4
2020,52,20A,313,1098,2020_52,2020-12-20,0.28506375227686703
2020,52,20B,98,1098,2020_52,2020-12-20,0.08925318761384335
2020,52,20C,166,1098,2020_52,2020-12-20,0.151183970856102
2020,52,20G,380,1098,2020_52,2020-12-20,0.3460837887067395
2020,52,"20I (Alpha, V1)",1,1098,2020_52,2020-12-20,9.107468123861566e-4
2020,52,21C (Epsilon),133,1098,2020_52,2020-12-20,0.12112932604735883
2020,52,21F (Iota),5,1098,2020_52,2020-12-20,0.004553734061930784
2020,52,21J (Delta),1,1098,2020_52,2020-12-20,9.107468123861566e-4
2020,53,19A,3,1177,2020_53,2020-12-27,0.002548853016142736
2020,53,19B,1,1177,2020_53,2020-12-27,8.496176720475786e-4
2020,53,20A,271,1177,2020_53,2020-12-27,0.23024638912489379
2020,53,20B,89,1177,2020_53,2020-12-27,0.07561597281223449
2020,53,20C,155,1177,2020_53,2020-12-27,0.13169073916737467
2020,53,20D,5,1177,2020_53,2020-12-27,0.004248088360237893
2020,53,20E (EU1),2,1177,2020_53,2020-12-27,0.0016992353440951572
2020,53,20G,464,1177,2020_53,2020-12-27,0.39422259983007646
2020,53,"20I (Alpha, V1)",7,1177,2020_53,2020-12-27,0.00594732370433305
2020,53,21C (Epsilon),173,1177,2020_53,2020-12-27,0.1469838572642311
2020,53,21F (Iota),5,1177,2020_53,2020-12-27,0.004248088360237893
2020,53,21J (Delta),1,1177,2020_53,2020-12-27,8.496176720475786e-4
2020,53,21K (Omicron),1,1177,2020_53,2020-12-27,8.496176720475786e-4
2021,1,19B,2,1453,2021_01,2021-01-03,0.0013764624913971094
2021,1,20A,287,1453,2021_01,2021-01-03,0.19752236751548521
2021,1,20B,137,1453,2021_01,2021-01-03,0.09428768066070199
2021,1,20C,146,1453,2021_01,2021-01-03,0.10048176187198898
2021,1,20D,1,1453,2021_01,2021-01-03,6.882312456985547e-4
2021,1,20G,557,1453,2021_01,2021-01-03,0.383344803854095
2021,1,"20H (Beta, V2)",1,1453,2021_01,2021-01-03,6.882312456985547e-4
2021,1,"20I (Alpha, V1)",24,1453,2021_01,2021-01-03,0.016517549896765314
2021,1,"20J (Gamma, V3)",2,1453,2021_01,2021-01-03,0.0013764624913971094
2021,1,21C (Epsilon),283,1453,2021_01,2021-01-03,0.194769442532691
2021,1,21F (Iota),6,1453,2021_01,2021-01-03,0.0041293874741913286
2021,1,21K (Omicron),7,1453,2021_01,2021-01-03,0.004817618719889883
2021,2,19B,1,2214,2021_02,2021-01-10,4.5167118337850043e-4
2021,2,20A,414,2214,2021_02,2021-01-10,0.18699186991869918
2021,2,20B,222,2214,2021_02,2021-01-10,0.1002710027100271
2021,2,20C,152,2214,2021_02,2021-01-10,0.06865401987353206
2021,2,20D,2,2214,2021_02,2021-01-10,9.033423667570009e-4
2021,2,20E (EU1),7,2214,2021_02,2021-01-10,0.0031616982836495033
2021,2,20G,1052,2214,2021_02,2021-01-10,0.4751580849141825
2021,2,"20H (Beta, V2)",3,2214,2021_02,2021-01-10,0.0013550135501355014
2021,2,"20I (Alpha, V1)",33,2214,2021_02,2021-01-10,0.014905149051490514
2021,2,"20J (Gamma, V3)",1,2214,2021_02,2021-01-10,4.5167118337850043e-4
2021,2,21C (Epsilon),297,2214,2021_02,2021-01-10,0.13414634146341464
2021,2,21F (Iota),23,2214,2021_02,2021-01-10,0.01038843721770551
2021,2,21G (Lambda),2,2214,2021_02,2021-01-10,9.033423667570009e-4
2021,2,21J (Delta),5,2214,2021_02,2021-01-10,0.002258355916892502
2021,3,20A,595,2615,2021_03,2021-01-17,0.22753346080305928
2021,3,20B,200,2615,2021_03,2021-01-17,0.07648183556405354
2021,3,20C,165,2615,2021_03,2021-01-17,0.06309751434034416
2021,3,20E (EU1),5,2615,2021_03,2021-01-17,0.0019120458891013384
2021,3,20G,1146,2615,2021_03,2021-01-17,0.4382409177820268
2021,3,"20H (Beta, V2)",2,2615,2021_03,2021-01-17,7.648183556405354e-4
2021,3,"20I (Alpha, V1)",65,2615,2021_03,2021-01-17,0.0248565965583174
2021,3,"20J (Gamma, V3)",5,2615,2021_03,2021-01-17,0.0019120458891013384
2021,3,21C (Epsilon),401,2615,2021_03,2021-01-17,0.15334608030592733
2021,3,21F (Iota),29,2615,2021_03,2021-01-17,0.011089866156787764
2021,3,21K (Omicron),2,2615,2021_03,2021-01-17,7.648183556405354e-4
2021,4,19B,2,1354,2021_04,2021-01-24,0.0014771048744460858
2021,4,20A,206,1354,2021_04,2021-01-24,0.15214180206794684
2021,4,20B,113,1354,2021_04,2021-01-24,0.08345642540620384
2021,4,20C,162,1354,2021_04,2021-01-24,0.11964549483013294
2021,4,20D,1,1354,2021_04,2021-01-24,7.385524372230429e-4
2021,4,20E (EU1),1,1354,2021_04,2021-01-24,7.385524372230429e-4
2021,4,20G,531,1354,2021_04,2021-01-24,0.39217134416543575
2021,4,"20H (Beta, V2)",3,1354,2021_04,2021-01-24,0.0022156573116691287
2021,4,"20I (Alpha, V1)",65,1354,2021_04,2021-01-24,0.048005908419497784
2021,4,"20J (Gamma, V3)",6,1354,2021_04,2021-01-24,0.004431314623338257
2021,4,21C (Epsilon),200,1354,2021_04,2021-01-24,0.14771048744460857
2021,4,21F (Iota),62,1354,2021_04,2021-01-24,0.04579025110782865
2021,4,21G (Lambda),2,1354,2021_04,2021-01-24,0.0014771048744460858
2021,5,19B,1,1175,2021_05,2021-01-31,8.51063829787234e-4
2021,5,20A,136,1175,2021_05,2021-01-31,0.11574468085106383
2021,5,20B,91,1175,2021_05,2021-01-31,0.0774468085106383
2021,5,20C,84,1175,2021_05,2021-01-31,0.07148936170212766
2021,5,20D,1,1175,2021_05,2021-01-31,8.51063829787234e-4
2021,5,20E (EU1),4,1175,2021_05,2021-01-31,0.003404255319148936
2021,5,20G,420,1175,2021_05,2021-01-31,0.3574468085106383
2021,5,"20I (Alpha, V1)",83,1175,2021_05,2021-01-31,0.07063829787234042
2021,5,"20J (Gamma, V3)",4,1175,2021_05,2021-01-31,0.003404255319148936
2021,5,21C (Epsilon),233,1175,2021_05,2021-01-31,0.19829787234042554
2021,5,21D (Eta),2,1175,2021_05,2021-01-31,0.001702127659574468
2021,5,21F (Iota),113,1175,2021_05,2021-01-31,0.09617021276595744
2021,5,21G (Lambda),3,1175,2021_05,2021-01-31,0.002553191489361702
2021,6,19B,2,2683,2021_06,2021-02-07,7.454342154304882e-4
2021,6,20A,271,2683,2021_06,2021-02-07,0.10100633619083116
2021,6,20B,245,2683,2021_06,2021-02-07,0.09131569139023481
2021,6,20C,118,2683,2021_06,2021-02-07,0.04398061871039881
2021,6,20D,6,2683,2021_06,2021-02-07,0.0022363026462914647
2021,6,20E (EU1),3,2683,2021_06,2021-02-07,0.0011181513231457323
2021,6,20G,570,2683,2021_06,2021-02-07,0.21244875139768915
2021,6,"20I (Alpha, V1)",139,2683,2021_06,2021-02-07,0.051807677972418933
2021,6,"20J (Gamma, V3)",8,2683,2021_06,2021-02-07,0.002981736861721953
2021,6,21C (Epsilon),1071,2683,2021_06,2021-02-07,0.39918002236302647
2021,6,21D (Eta),2,2683,2021_06,2021-02-07,7.454342154304882e-4
2021,6,21F (Iota),244,2683,2021_06,2021-02-07,0.09094297428251957
2021,6,21G (Lambda),4,2683,2021_06,2021-02-07,0.0014908684308609765
2021,7,19B,3,2138,2021_07,2021-02-14,0.001403180542563143
2021,7,20A,189,2138,2021_07,2021-02-14,0.08840037418147802
2021,7,20B,215,2138,2021_07,2021-02-14,0.10056127221702525
2021,7,20C,107,2138,2021_07,2021-02-14,0.050046772684752105
2021,7,20D,3,2138,2021_07,2021-02-14,0.001403180542563143
2021,7,20G,441,2138,2021_07,2021-02-14,0.20626753975678203
2021,7,"20H (Beta, V2)",2,2138,2021_07,2021-02-14,9.354536950420954e-4
2021,7,"20I (Alpha, V1)",122,2138,2021_07,2021-02-14,0.05706267539756782
2021,7,"20J (Gamma, V3)",18,2138,2021_07,2021-02-14,0.00841908325537886
2021,7,21C (Epsilon),724,2138,2021_07,2021-02-14,0.33863423760523853
2021,7,21F (Iota),310,2138,2021_07,2021-02-14,0.1449953227315248
2021,7,21G (Lambda),2,2138,2021_07,2021-02-14,9.354536950420954e-4
2021,7,21J (Delta),1,2138,2021_07,2021-02-14,4.677268475210477e-4
2021,7,21K (Omicron),1,2138,2021_07,2021-02-14,4.677268475210477e-4
2021,8,19B,1,2569,2021_08,2021-02-21,3.8925652004671076e-4
2021,8,20A,155,2569,2021_08,2021-02-21,0.06033476060724017
2021,8,20B,214,2569,2021_08,2021-02-21,0.08330089528999611
2021,8,20C,118,2569,2021_08,2021-02-21,0.045932269365511876
2021,8,20D,3,2569,2021_08,2021-02-21,0.0011677695601401323
2021,8,20E (EU1),4,2569,2021_08,2021-02-21,0.001557026080186843
2021,8,20G,505,2569,2021_08,2021-02-21,0.19657454262358895
2021,8,"20H (Beta, V2)",7,2569,2021_08,2021-02-21,0.0027247956403269754
2021,8,"20I (Alpha, V1)",271,2569,2021_08,2021-02-21,0.10548851693265862
2021,8,"20J (Gamma, V3)",21,2569,2021_08,2021-02-21,0.008174386920980926
2021,8,21C (Epsilon),929,2569,2021_08,2021-02-21,0.3616193071233943
2021,8,21F (Iota),335,2569,2021_08,2021-02-21,0.1304009342156481
2021,8,21G (Lambda),5,2569,2021_08,2021-02-21,0.001946282600233554
2021,8,21H (Mu),1,2569,2021_08,2021-02-21,3.8925652004671076e-4
2021,9,19A,1,2010,2021_09,2021-02-28,4.975124378109452e-4
2021,9,19B,2,2010,2021_09,2021-02-28,9.950248756218905e-4
2021,9,20A,95,2010,2021_09,2021-02-28,0.0472636815920398
2021,9,20B,156,2010,2021_09,2021-02-28,0.07761194029850746
2021,9,20C,100,2010,2021_09,2021-02-28,0.04975124378109453
2021,9,20D,11,2010,2021_09,2021-02-28,0.005472636815920398
2021,9,20G,312,2010,2021_09,2021-02-28,0.15522388059701492
2021,9,"20H (Beta, V2)",9,2010,2021_09,2021-02-28,0.004477611940298508
2021,9,"20I (Alpha, V1)",321,2010,2021_09,2021-02-28,0.15970149253731344
2021,9,"20J (Gamma, V3)",20,2010,2021_09,2021-02-28,0.009950248756218905
2021,9,21B (Kappa),1,2010,2021_09,2021-02-28,4.975124378109452e-4
2021,9,21C (Epsilon),641,2010,2021_09,2021-02-28,0.3189054726368159
2021,9,21F (Iota),338,2010,2021_09,2021-02-28,0.1681592039800995
2021,9,21G (Lambda),3,2010,2021_09,2021-02-28,0.0014925373134328358
2021,10,19A,3,1952,2021_10,2021-03-07,0.0015368852459016393
2021,10,19B,1,1952,2021_10,2021-03-07,5.122950819672131e-4
2021,10,20A,67,1952,2021_10,2021-03-07,0.03432377049180328
2021,10,20B,137,1952,2021_10,2021-03-07,0.0701844262295082
2021,10,20C,107,1952,2021_10,2021-03-07,0.0548155737704918
2021,10,20D,3,1952,2021_10,2021-03-07,0.0015368852459016393
2021,10,20G,252,1952,2021_10,2021-03-07,0.1290983606557377
2021,10,"20H (Beta, V2)",8,1952,2021_10,2021-03-07,0.004098360655737705
2021,10,"20I (Alpha, V1)",459,1952,2021_10,2021-03-07,0.2351434426229508
2021,10,"20J (Gamma, V3)",35,1952,2021_10,2021-03-07,0.017930327868852458
2021,10,21C (Epsilon),419,1952,2021_10,2021-03-07,0.2146516393442623
